score,time,label,n,contrast,subject
0.015086184108571588,0.14,t0_s0,668,wordfreq,04
0.014846330207516923,0.15,t0_s0,668,wordfreq,04
0.03513989474182749,0.16,t0_s0,668,wordfreq,04
0.0689080754415847,0.17,t0_s0,668,wordfreq,04
0.06791920797639908,0.18,t0_s0,668,wordfreq,04
0.10124921529229261,0.19,t0_s0,668,wordfreq,04
0.0619539084523218,0.2,t0_s0,668,wordfreq,04
0.04950506133683072,0.21,t0_s0,668,wordfreq,04
0.08923243353257237,0.22,t0_s0,668,wordfreq,04
0.09141186744069149,0.23,t0_s0,668,wordfreq,04
0.08827449334991691,0.24,t0_s0,668,wordfreq,04
0.025119447511781873,0.25,t0_s0,668,wordfreq,04
-0.027424326627696997,0.26,t0_s0,668,wordfreq,04
-0.020612692293059478,0.27,t0_s0,668,wordfreq,04
0.06728136722838268,0.28,t0_s0,668,wordfreq,04
0.04905293272410816,0.29,t0_s0,668,wordfreq,04
0.06998285569626021,0.3,t0_s0,668,wordfreq,04
0.028475523526475904,0.31,t0_s0,668,wordfreq,04
0.02516194626184838,0.32,t0_s0,668,wordfreq,04
0.04725912530411386,0.33,t0_s0,668,wordfreq,04
0.1183612907985329,0.34,t0_s0,668,wordfreq,04
0.07750195787018672,0.35,t0_s0,668,wordfreq,04
0.055211359394608986,0.36,t0_s0,668,wordfreq,04
0.03404175644973912,0.37,t0_s0,668,wordfreq,04
-0.001888140459995866,0.38,t0_s0,668,wordfreq,04
0.042200587286363556,0.39,t0_s0,668,wordfreq,04
0.06280148319145397,0.4,t0_s0,668,wordfreq,04
0.050499976315499205,0.41,t0_s0,668,wordfreq,04
0.05558768793486109,0.42,t0_s0,668,wordfreq,04
0.04516026483069175,0.43,t0_s0,668,wordfreq,04
0.08461690684230425,0.44,t0_s0,668,wordfreq,04
0.09762256478763916,0.45,t0_s0,668,wordfreq,04
0.10155437851115505,0.46,t0_s0,668,wordfreq,04
0.02821300815624837,0.47,t0_s0,668,wordfreq,04
-0.033612082730041876,0.48,t0_s0,668,wordfreq,04
-0.03596804412381198,0.49,t0_s0,668,wordfreq,04
-0.0005581570697816167,0.5,t0_s0,668,wordfreq,04
0.04797014622647539,0.51,t0_s0,668,wordfreq,04
0.040555485854476,0.52,t0_s0,668,wordfreq,04
-0.00906358526083539,0.53,t0_s0,668,wordfreq,04
-0.0017355546905331847,0.54,t0_s0,668,wordfreq,04
0.015272980740138166,0.55,t0_s0,668,wordfreq,04
0.03588806769115936,0.56,t0_s0,668,wordfreq,04
0.01973685967475217,0.57,t0_s0,668,wordfreq,04
0.027977530501157706,0.58,t0_s0,668,wordfreq,04
0.03684357536913336,0.59,t0_s0,668,wordfreq,04
0.040280332736697136,0.6,t0_s0,668,wordfreq,04
-0.011570649361978233,-0.2,t1_s0,1503,wordfreq,04
-0.030978820357522262,-0.19,t1_s0,1503,wordfreq,04
0.029717521930220633,-0.18,t1_s0,1503,wordfreq,04
0.027382389108770003,-0.17,t1_s0,1503,wordfreq,04
0.026623994491250528,-0.16,t1_s0,1503,wordfreq,04
-0.015439918847149842,-0.15,t1_s0,1503,wordfreq,04
-0.0014949273759586141,-0.14,t1_s0,1503,wordfreq,04
0.0020229548341461692,-0.13,t1_s0,1503,wordfreq,04
0.0044440443057397905,-0.12,t1_s0,1503,wordfreq,04
-0.012082020772073373,-0.11,t1_s0,1503,wordfreq,04
-0.0055811202525704795,-0.1,t1_s0,1503,wordfreq,04
-0.04423986822638187,-0.09,t1_s0,1503,wordfreq,04
-0.03123182771778186,-0.08,t1_s0,1503,wordfreq,04
-0.003455616324176663,-0.07,t1_s0,1503,wordfreq,04
-0.03775877625738325,-0.06,t1_s0,1503,wordfreq,04
0.005415646519726702,-0.05,t1_s0,1503,wordfreq,04
0.0041717611658939014,-0.04,t1_s0,1503,wordfreq,04
-0.02975542600212417,-0.03,t1_s0,1503,wordfreq,04
-0.0576075608483872,-0.02,t1_s0,1503,wordfreq,04
0.002945634855575976,-0.01,t1_s0,1503,wordfreq,04
0.00045346130507335997,0.0,t1_s0,1503,wordfreq,04
0.027488733558110625,0.01,t1_s0,1503,wordfreq,04
0.022046288717680274,0.02,t1_s0,1503,wordfreq,04
0.03725626361294383,0.03,t1_s0,1503,wordfreq,04
0.0337784929895342,0.04,t1_s0,1503,wordfreq,04
0.01484457815837011,0.05,t1_s0,1503,wordfreq,04
-0.031741982831427956,0.06,t1_s0,1503,wordfreq,04
-0.03048146451302528,0.07,t1_s0,1503,wordfreq,04
-0.02861774351748804,0.08,t1_s0,1503,wordfreq,04
-0.011659952032651702,0.09,t1_s0,1503,wordfreq,04
0.00131462746307228,0.1,t1_s0,1503,wordfreq,04
-0.01788555656904065,0.11,t1_s0,1503,wordfreq,04
0.0038620546700944497,0.12,t1_s0,1503,wordfreq,04
0.00887199300626895,0.13,t1_s0,1503,wordfreq,04
0.010595615680195188,0.14,t1_s0,1503,wordfreq,04
0.028422165881133672,0.15,t1_s0,1503,wordfreq,04
0.050073440821392035,0.16,t1_s0,1503,wordfreq,04
0.01867221070461379,0.17,t1_s0,1503,wordfreq,04
0.010960766978037837,0.18,t1_s0,1503,wordfreq,04
0.03962839563090884,0.19,t1_s0,1503,wordfreq,04
0.03774591230705234,0.2,t1_s0,1503,wordfreq,04
0.025466879385668866,0.21,t1_s0,1503,wordfreq,04
0.05395355919666814,0.22,t1_s0,1503,wordfreq,04
0.07393037797967593,0.23,t1_s0,1503,wordfreq,04
0.05093483628431484,0.24,t1_s0,1503,wordfreq,04
0.042003243289373736,0.25,t1_s0,1503,wordfreq,04
0.06905340570548395,0.26,t1_s0,1503,wordfreq,04
0.037910890049412026,0.27,t1_s0,1503,wordfreq,04
-0.013227488988680846,0.28,t1_s0,1503,wordfreq,04
-0.005095119823587135,0.29,t1_s0,1503,wordfreq,04
-0.0045973601228237035,0.3,t1_s0,1503,wordfreq,04
-0.013514965120907343,0.31,t1_s0,1503,wordfreq,04
0.0011493763964479558,0.32,t1_s0,1503,wordfreq,04
0.005824733325724823,0.33,t1_s0,1503,wordfreq,04
-0.010233507955956232,0.34,t1_s0,1503,wordfreq,04
0.036190401810483774,0.35,t1_s0,1503,wordfreq,04
0.015837294599431104,0.36,t1_s0,1503,wordfreq,04
-0.01890046501104216,0.37,t1_s0,1503,wordfreq,04
0.027350501426614923,0.38,t1_s0,1503,wordfreq,04
0.0655821178971177,0.39,t1_s0,1503,wordfreq,04
0.037057576639931256,0.4,t1_s0,1503,wordfreq,04
0.03993037414675525,0.41,t1_s0,1503,wordfreq,04
0.0525551503109824,0.42,t1_s0,1503,wordfreq,04
0.03303398488958366,0.43,t1_s0,1503,wordfreq,04
0.0222888495241035,0.44,t1_s0,1503,wordfreq,04
0.009300439937678394,0.45,t1_s0,1503,wordfreq,04
0.05137539147788895,0.46,t1_s0,1503,wordfreq,04
0.03394586989093898,0.47,t1_s0,1503,wordfreq,04
0.019816403682110854,0.48,t1_s0,1503,wordfreq,04
0.043329864385676514,0.49,t1_s0,1503,wordfreq,04
0.05758902645357028,0.5,t1_s0,1503,wordfreq,04
0.04191714051782514,0.51,t1_s0,1503,wordfreq,04
0.006686021508724195,0.52,t1_s0,1503,wordfreq,04
-0.019940048609175136,0.53,t1_s0,1503,wordfreq,04
-0.03254555769359536,0.54,t1_s0,1503,wordfreq,04
-0.0004994870066237212,0.55,t1_s0,1503,wordfreq,04
0.0024183264635678397,0.56,t1_s0,1503,wordfreq,04
-0.006040292493125529,0.57,t1_s0,1503,wordfreq,04
-0.028021643448450335,0.58,t1_s0,1503,wordfreq,04
-0.0035430305210438834,0.59,t1_s0,1503,wordfreq,04
0.019926687678289576,0.6,t1_s0,1503,wordfreq,04
-0.010040601065345791,-0.2,t2_s0,2637,wordfreq,04
-0.007915536635001958,-0.19,t2_s0,2637,wordfreq,04
-0.0008000740306512502,-0.18,t2_s0,2637,wordfreq,04
-0.021239521069746088,-0.17,t2_s0,2637,wordfreq,04
-0.001778313190510873,-0.16,t2_s0,2637,wordfreq,04
0.023856413797400826,-0.15,t2_s0,2637,wordfreq,04
-0.010638096912958944,-0.14,t2_s0,2637,wordfreq,04
0.0038533311110042316,-0.13,t2_s0,2637,wordfreq,04
0.0012218194032008933,-0.12,t2_s0,2637,wordfreq,04
0.013799773785867107,-0.11,t2_s0,2637,wordfreq,04
0.0030689656068123065,-0.1,t2_s0,2637,wordfreq,04
0.04103230016278091,-0.09,t2_s0,2637,wordfreq,04
-0.012213507479630525,-0.08,t2_s0,2637,wordfreq,04
-0.006286903524861315,-0.07,t2_s0,2637,wordfreq,04
0.000282841355899801,-0.06,t2_s0,2637,wordfreq,04
0.03423616169125709,-0.05,t2_s0,2637,wordfreq,04
0.013632381494206546,-0.04,t2_s0,2637,wordfreq,04
-0.0035084593669742837,-0.03,t2_s0,2637,wordfreq,04
-0.0006655436726441823,-0.02,t2_s0,2637,wordfreq,04
0.02515108648725144,-0.01,t2_s0,2637,wordfreq,04
0.025613083740899493,0.0,t2_s0,2637,wordfreq,04
0.012415997814085797,0.01,t2_s0,2637,wordfreq,04
-0.005080952833053902,0.02,t2_s0,2637,wordfreq,04
0.00242342731267927,0.03,t2_s0,2637,wordfreq,04
0.03725881026781191,0.04,t2_s0,2637,wordfreq,04
0.03742709193952574,0.05,t2_s0,2637,wordfreq,04
-0.0012263136400327153,0.06,t2_s0,2637,wordfreq,04
0.0033399323797911437,0.07,t2_s0,2637,wordfreq,04
0.03137385112371669,0.08,t2_s0,2637,wordfreq,04
0.05491848153595816,0.09,t2_s0,2637,wordfreq,04
0.04900658671239405,0.1,t2_s0,2637,wordfreq,04
0.03404574835275746,0.11,t2_s0,2637,wordfreq,04
0.02796044283028275,0.12,t2_s0,2637,wordfreq,04
0.0044165756660955475,0.13,t2_s0,2637,wordfreq,04
0.020646754582841938,0.14,t2_s0,2637,wordfreq,04
0.030482260755195563,0.15,t2_s0,2637,wordfreq,04
0.03591897689960193,0.16,t2_s0,2637,wordfreq,04
0.03166738917964892,0.17,t2_s0,2637,wordfreq,04
0.021131704347354716,0.18,t2_s0,2637,wordfreq,04
-0.0018010179245682755,0.19,t2_s0,2637,wordfreq,04
0.01999468212370735,0.2,t2_s0,2637,wordfreq,04
0.05497193659554098,0.21,t2_s0,2637,wordfreq,04
0.05024128680537637,0.22,t2_s0,2637,wordfreq,04
0.03305531268401446,0.23,t2_s0,2637,wordfreq,04
0.0025269409512150716,0.24,t2_s0,2637,wordfreq,04
0.02280796783049164,0.25,t2_s0,2637,wordfreq,04
0.010934921709544142,0.26,t2_s0,2637,wordfreq,04
0.004004473285963991,0.27,t2_s0,2637,wordfreq,04
-0.00493059006265371,0.28,t2_s0,2637,wordfreq,04
0.04193616431687657,0.29,t2_s0,2637,wordfreq,04
0.01057608486130035,0.3,t2_s0,2637,wordfreq,04
0.0004177414608103982,0.31,t2_s0,2637,wordfreq,04
0.03161744325386809,0.32,t2_s0,2637,wordfreq,04
0.050734526897158565,0.33,t2_s0,2637,wordfreq,04
0.058909528175815004,0.34,t2_s0,2637,wordfreq,04
0.06571917470625267,0.35,t2_s0,2637,wordfreq,04
0.0646918071028028,0.36,t2_s0,2637,wordfreq,04
0.03079697324784247,0.37,t2_s0,2637,wordfreq,04
0.04072894461160342,0.38,t2_s0,2637,wordfreq,04
0.03609266933556271,0.39,t2_s0,2637,wordfreq,04
0.03785784851311591,0.4,t2_s0,2637,wordfreq,04
0.05057087662687126,0.41,t2_s0,2637,wordfreq,04
0.07054839944524456,0.42,t2_s0,2637,wordfreq,04
0.06591525683570981,0.43,t2_s0,2637,wordfreq,04
0.05694101907985809,0.44,t2_s0,2637,wordfreq,04
0.045857097806530724,0.45,t2_s0,2637,wordfreq,04
0.04336507509561041,0.46,t2_s0,2637,wordfreq,04
0.03203430482183347,0.47,t2_s0,2637,wordfreq,04
0.03680998104100222,0.48,t2_s0,2637,wordfreq,04
0.019891293825469437,0.49,t2_s0,2637,wordfreq,04
0.002985727390591246,0.5,t2_s0,2637,wordfreq,04
0.025492496301047628,0.51,t2_s0,2637,wordfreq,04
0.035113768916306416,0.52,t2_s0,2637,wordfreq,04
0.05210919581564069,0.53,t2_s0,2637,wordfreq,04
0.027259302444426873,0.54,t2_s0,2637,wordfreq,04
0.035297304272584935,0.55,t2_s0,2637,wordfreq,04
0.02593835463914557,0.56,t2_s0,2637,wordfreq,04
0.00726863512358281,0.57,t2_s0,2637,wordfreq,04
0.0090164113242231,0.58,t2_s0,2637,wordfreq,04
0.005379435748614328,0.59,t2_s0,2637,wordfreq,04
0.015531851470367813,0.6,t2_s0,2637,wordfreq,04
0.018978289524953777,-0.2,t3_s0,3753,wordfreq,04
-0.006473263890358097,-0.19,t3_s0,3753,wordfreq,04
0.0043480029159448895,-0.18,t3_s0,3753,wordfreq,04
0.010085966091381848,-0.17,t3_s0,3753,wordfreq,04
0.004716703656559584,-0.16,t3_s0,3753,wordfreq,04
-0.009191235647190644,-0.15,t3_s0,3753,wordfreq,04
-0.0455468856523094,-0.14,t3_s0,3753,wordfreq,04
-0.00804869751826979,-0.13,t3_s0,3753,wordfreq,04
0.006673399867927073,-0.12,t3_s0,3753,wordfreq,04
-0.036169209836384844,-0.11,t3_s0,3753,wordfreq,04
-0.024143297633209417,-0.1,t3_s0,3753,wordfreq,04
-0.0017542132645093403,-0.09,t3_s0,3753,wordfreq,04
-0.005415201840570476,-0.08,t3_s0,3753,wordfreq,04
0.011616333107114669,-0.07,t3_s0,3753,wordfreq,04
0.004175342341007921,-0.06,t3_s0,3753,wordfreq,04
-0.01241317730597778,-0.05,t3_s0,3753,wordfreq,04
-0.01962198098860751,-0.04,t3_s0,3753,wordfreq,04
0.01448053558773695,-0.03,t3_s0,3753,wordfreq,04
0.008833543294372153,-0.02,t3_s0,3753,wordfreq,04
0.0038060621100705484,-0.01,t3_s0,3753,wordfreq,04
-0.025583855978566154,0.0,t3_s0,3753,wordfreq,04
-0.0038105125400170153,0.01,t3_s0,3753,wordfreq,04
0.006034989252291041,0.02,t3_s0,3753,wordfreq,04
0.018613498750271778,0.03,t3_s0,3753,wordfreq,04
0.03004693158191091,0.04,t3_s0,3753,wordfreq,04
0.028936569283054134,0.05,t3_s0,3753,wordfreq,04
0.024389507909930563,0.06,t3_s0,3753,wordfreq,04
0.01724929133864635,0.07,t3_s0,3753,wordfreq,04
0.0025470935121715502,0.08,t3_s0,3753,wordfreq,04
0.010195142036141004,0.09,t3_s0,3753,wordfreq,04
0.02101252619191594,0.1,t3_s0,3753,wordfreq,04
0.013639848056321338,0.11,t3_s0,3753,wordfreq,04
0.028216725956566775,0.12,t3_s0,3753,wordfreq,04
0.025950060387566632,0.13,t3_s0,3753,wordfreq,04
0.01052850770484106,0.14,t3_s0,3753,wordfreq,04
0.005062897167153839,0.15,t3_s0,3753,wordfreq,04
0.037066888649309425,0.16,t3_s0,3753,wordfreq,04
0.046154311554943143,0.17,t3_s0,3753,wordfreq,04
-0.008567795365054786,0.18,t3_s0,3753,wordfreq,04
0.0014675048326249622,0.19,t3_s0,3753,wordfreq,04
0.024179947791610448,0.2,t3_s0,3753,wordfreq,04
0.02967635839453454,0.21,t3_s0,3753,wordfreq,04
0.04353446308109772,0.22,t3_s0,3753,wordfreq,04
0.04700065983171982,0.23,t3_s0,3753,wordfreq,04
0.015263314205862135,0.24,t3_s0,3753,wordfreq,04
0.03330432591010804,0.25,t3_s0,3753,wordfreq,04
0.0359128995557648,0.26,t3_s0,3753,wordfreq,04
0.02492338679487068,0.27,t3_s0,3753,wordfreq,04
0.011047388194736028,0.28,t3_s0,3753,wordfreq,04
0.013629555234292712,0.29,t3_s0,3753,wordfreq,04
0.033254774732872285,0.3,t3_s0,3753,wordfreq,04
0.031008783579168808,0.31,t3_s0,3753,wordfreq,04
0.016442974724162895,0.32,t3_s0,3753,wordfreq,04
0.017649456216268847,0.33,t3_s0,3753,wordfreq,04
0.02011993334675432,0.34,t3_s0,3753,wordfreq,04
0.016819696166808926,0.35,t3_s0,3753,wordfreq,04
0.03432251802649665,0.36,t3_s0,3753,wordfreq,04
0.018735464860021946,0.37,t3_s0,3753,wordfreq,04
0.03263412501431656,0.38,t3_s0,3753,wordfreq,04
0.02928564499188251,0.39,t3_s0,3753,wordfreq,04
0.02049075664394105,0.4,t3_s0,3753,wordfreq,04
0.0061319314798981275,0.41,t3_s0,3753,wordfreq,04
0.03594105713212728,0.42,t3_s0,3753,wordfreq,04
0.04199963723980167,0.43,t3_s0,3753,wordfreq,04
0.03183065081766124,0.44,t3_s0,3753,wordfreq,04
0.04267994664024116,0.45,t3_s0,3753,wordfreq,04
0.06376053866885001,0.46,t3_s0,3753,wordfreq,04
0.05186620614887293,0.47,t3_s0,3753,wordfreq,04
0.04239264226815277,0.48,t3_s0,3753,wordfreq,04
0.03106243861614072,0.49,t3_s0,3753,wordfreq,04
0.0128990995272478,0.5,t3_s0,3753,wordfreq,04
0.022703853092457198,0.51,t3_s0,3753,wordfreq,04
0.009732987251145063,0.52,t3_s0,3753,wordfreq,04
0.005663097096808679,0.53,t3_s0,3753,wordfreq,04
0.011357087540037567,0.54,t3_s0,3753,wordfreq,04
0.01032253787735286,0.55,t3_s0,3753,wordfreq,04
-0.0034349536048998335,0.56,t3_s0,3753,wordfreq,04
2.8106314780424344e-05,0.57,t3_s0,3753,wordfreq,04
-0.0038228934083069464,0.58,t3_s0,3753,wordfreq,04
0.02347812850355006,0.59,t3_s0,3753,wordfreq,04
0.04048825328436802,0.6,t3_s0,3753,wordfreq,04
-0.004112819529028419,-0.2,t0_s0,1794,voiced,04
-0.0033369193041100672,-0.19,t0_s0,1794,voiced,04
0.027582795951233478,-0.18,t0_s0,1794,voiced,04
-0.010140389016382666,-0.17,t0_s0,1794,voiced,04
-0.039604926094875245,-0.16,t0_s0,1794,voiced,04
0.02124544092272986,-0.15,t0_s0,1794,voiced,04
0.01363614302633321,-0.14,t0_s0,1794,voiced,04
0.005281262515863142,-0.13,t0_s0,1794,voiced,04
-0.007500778612249336,-0.12,t0_s0,1794,voiced,04
-0.004947182891289757,-0.11,t0_s0,1794,voiced,04
-0.01832346468327094,-0.1,t0_s0,1794,voiced,04
-0.044218077690925825,-0.09,t0_s0,1794,voiced,04
-0.047706958433471246,-0.08,t0_s0,1794,voiced,04
-0.00019688688215036644,-0.07,t0_s0,1794,voiced,04
-0.003320115765030177,-0.06,t0_s0,1794,voiced,04
0.006854824485649615,-0.05,t0_s0,1794,voiced,04
-0.009168976384591465,-0.04,t0_s0,1794,voiced,04
-0.03192323681192262,-0.03,t0_s0,1794,voiced,04
-0.03683544822918705,-0.02,t0_s0,1794,voiced,04
-0.03790458667708504,-0.01,t0_s0,1794,voiced,04
-0.04649055737019034,0.0,t0_s0,1794,voiced,04
-0.03284898918683257,0.01,t0_s0,1794,voiced,04
0.006620433763695474,0.02,t0_s0,1794,voiced,04
0.023153228578964437,0.03,t0_s0,1794,voiced,04
-0.011865147208395294,0.04,t0_s0,1794,voiced,04
-0.0054686608791617115,0.05,t0_s0,1794,voiced,04
-0.0192814795629864,0.06,t0_s0,1794,voiced,04
-0.021415290250272206,0.07,t0_s0,1794,voiced,04
-0.021087360394947532,0.08,t0_s0,1794,voiced,04
-0.025632277864303322,0.09,t0_s0,1794,voiced,04
-0.006207751338557285,0.1,t0_s0,1794,voiced,04
-0.013258215816595654,0.11,t0_s0,1794,voiced,04
-0.00648489502153126,0.12,t0_s0,1794,voiced,04
0.011596779081905895,0.13,t0_s0,1794,voiced,04
-0.00771122203327501,0.14,t0_s0,1794,voiced,04
0.002611972370843465,0.15,t0_s0,1794,voiced,04
-0.017620433621923604,0.16,t0_s0,1794,voiced,04
-0.021530784768747646,0.17,t0_s0,1794,voiced,04
-0.003231517838074452,0.18,t0_s0,1794,voiced,04
0.002210257866131869,0.19,t0_s0,1794,voiced,04
0.021267457660544425,0.2,t0_s0,1794,voiced,04
0.020869240449904142,0.21,t0_s0,1794,voiced,04
0.031560918337760924,0.22,t0_s0,1794,voiced,04
0.029961754714309806,0.23,t0_s0,1794,voiced,04
0.039716788774847966,0.24,t0_s0,1794,voiced,04
0.01571501261098012,0.25,t0_s0,1794,voiced,04
-0.007107312992231199,0.26,t0_s0,1794,voiced,04
-0.003910497571949957,0.27,t0_s0,1794,voiced,04
-0.005923092364359874,0.28,t0_s0,1794,voiced,04
-0.013660128118714457,0.29,t0_s0,1794,voiced,04
-0.008217765443329089,0.3,t0_s0,1794,voiced,04
0.01116279441141328,0.31,t0_s0,1794,voiced,04
0.02814276334793711,0.32,t0_s0,1794,voiced,04
0.0014419228559225973,0.33,t0_s0,1794,voiced,04
-0.021971509865423525,0.34,t0_s0,1794,voiced,04
-0.007889103911465472,0.35,t0_s0,1794,voiced,04
-0.007910674077314684,0.36,t0_s0,1794,voiced,04
-0.013173960320906663,0.37,t0_s0,1794,voiced,04
0.008128109664460577,0.38,t0_s0,1794,voiced,04
0.014524692957529622,0.39,t0_s0,1794,voiced,04
0.01146628695121782,0.4,t0_s0,1794,voiced,04
0.0367489680597897,0.41,t0_s0,1794,voiced,04
0.03959248233461207,0.42,t0_s0,1794,voiced,04
-0.008214674258427248,0.43,t0_s0,1794,voiced,04
-0.024507481987043223,0.44,t0_s0,1794,voiced,04
-0.01951489174420303,0.45,t0_s0,1794,voiced,04
-0.001337443975618945,0.46,t0_s0,1794,voiced,04
-0.0011819428758247103,0.47,t0_s0,1794,voiced,04
0.023209912594371895,0.48,t0_s0,1794,voiced,04
-0.0013775885368247029,0.49,t0_s0,1794,voiced,04
0.0020750920520141436,0.5,t0_s0,1794,voiced,04
0.00769189607625796,0.51,t0_s0,1794,voiced,04
0.010986137255061985,0.52,t0_s0,1794,voiced,04
-0.023284064204313008,0.53,t0_s0,1794,voiced,04
0.02403902558079849,0.54,t0_s0,1794,voiced,04
0.00013697971030056307,0.55,t0_s0,1794,voiced,04
-0.0048224004175269584,0.56,t0_s0,1794,voiced,04
-0.020073009448862016,0.57,t0_s0,1794,voiced,04
-0.0066306826705694885,0.58,t0_s0,1794,voiced,04
-0.0014916144026436591,0.59,t0_s0,1794,voiced,04
0.013419204075656565,0.6,t0_s0,1794,voiced,04
-0.01953360480225756,-0.2,t1_s0,3610,voiced,04
-0.010692795063545599,-0.19,t1_s0,3610,voiced,04
-0.04112535572217092,-0.18,t1_s0,3610,voiced,04
0.0007581460386987401,-0.17,t1_s0,3610,voiced,04
0.006859030231274826,-0.16,t1_s0,3610,voiced,04
-0.007011776721252482,-0.15,t1_s0,3610,voiced,04
-0.01883545077062273,-0.14,t1_s0,3610,voiced,04
-0.005067542406662643,-0.13,t1_s0,3610,voiced,04
0.014075233204861445,-0.12,t1_s0,3610,voiced,04
0.002147330572210471,-0.11,t1_s0,3610,voiced,04
-0.021044163156883476,-0.1,t1_s0,3610,voiced,04
-0.014278096924253922,-0.09,t1_s0,3610,voiced,04
-0.0017149956263509721,-0.08,t1_s0,3610,voiced,04
-0.0059881616270866635,-0.07,t1_s0,3610,voiced,04
-0.03922610963979143,-0.06,t1_s0,3610,voiced,04
-0.028485559913067737,-0.05,t1_s0,3610,voiced,04
-0.0028916934673117365,-0.04,t1_s0,3610,voiced,04
-0.011548313418226918,-0.03,t1_s0,3610,voiced,04
-0.026720812362497973,-0.02,t1_s0,3610,voiced,04
0.003444679118100636,-0.01,t1_s0,3610,voiced,04
-0.021042758810194264,0.0,t1_s0,3610,voiced,04
-0.018591323436967306,0.01,t1_s0,3610,voiced,04
-0.006017514441707193,0.02,t1_s0,3610,voiced,04
-0.005331692059851583,0.03,t1_s0,3610,voiced,04
-0.004898112749529111,0.04,t1_s0,3610,voiced,04
0.003577737363357673,0.05,t1_s0,3610,voiced,04
-0.0006128125270914099,0.06,t1_s0,3610,voiced,04
-0.037887328886305964,0.07,t1_s0,3610,voiced,04
-0.00789208651134768,0.08,t1_s0,3610,voiced,04
0.0502207806945538,0.09,t1_s0,3610,voiced,04
0.03980418915269536,0.1,t1_s0,3610,voiced,04
-0.005575775663380439,0.11,t1_s0,3610,voiced,04
0.006100192781941343,0.12,t1_s0,3610,voiced,04
0.020063957464036927,0.13,t1_s0,3610,voiced,04
0.02355947540895634,0.14,t1_s0,3610,voiced,04
0.0014398608651145165,0.15,t1_s0,3610,voiced,04
0.00824787144425903,0.16,t1_s0,3610,voiced,04
0.028490770500768144,0.17,t1_s0,3610,voiced,04
0.01670385955974086,0.18,t1_s0,3610,voiced,04
-0.0005454259476242508,0.19,t1_s0,3610,voiced,04
0.017657687815600513,0.2,t1_s0,3610,voiced,04
0.03863560568255024,0.21,t1_s0,3610,voiced,04
0.01625994799948666,0.22,t1_s0,3610,voiced,04
0.015051563160181627,0.23,t1_s0,3610,voiced,04
0.04048233674097779,0.24,t1_s0,3610,voiced,04
0.017852686910445288,0.25,t1_s0,3610,voiced,04
0.00689850539443457,0.26,t1_s0,3610,voiced,04
0.003245564766756898,0.27,t1_s0,3610,voiced,04
0.0018123704242588232,0.28,t1_s0,3610,voiced,04
-0.006414451633835363,0.29,t1_s0,3610,voiced,04
-0.007641496786926569,0.3,t1_s0,3610,voiced,04
-0.006117569276672259,0.31,t1_s0,3610,voiced,04
-0.005121903224291058,0.32,t1_s0,3610,voiced,04
0.0063209555916628,0.33,t1_s0,3610,voiced,04
0.012162936918961302,0.34,t1_s0,3610,voiced,04
0.01671038053270605,0.35,t1_s0,3610,voiced,04
0.03276081861973414,0.36,t1_s0,3610,voiced,04
0.03107303670280032,0.37,t1_s0,3610,voiced,04
0.008555558235622157,0.38,t1_s0,3610,voiced,04
-0.0026976518382464953,0.39,t1_s0,3610,voiced,04
-0.00429744022125591,0.4,t1_s0,3610,voiced,04
